Epoch,Loss,Accuracy,LR
80,1.376583019097646,59.708333333333336,0.00025075
81,1.3448521741231283,60.708333333333336,0.00023951196692438345
82,1.3265792031288146,61.333333333333336,0.000228452802009994
83,1.2950115178426107,61.541666666666664,0.00021758008465604578
84,1.2933165577252705,62.025,0.00020690126647990962
85,1.2736151321729023,62.46666666666667,0.00019642366621014395
86,1.2643153478304545,62.75833333333333,0.0001861544646706062
87,1.2376329879760741,64.0,0.00017610069985907325
88,1.2316498567263285,63.825,0.00016626926212375042
89,1.2105454575220744,64.10833333333333,0.00015666688944096976
90,1.192447252035141,64.64166666666667,0.0001473001627973195
91,1.184254676024119,65.08333333333333,0.0001381755016793623
92,1.1627938696543376,64.95,0.0001292991596740416
93,1.1487292623519898,65.575,0.00012067722018278453
94,1.1262952518463134,66.025,0.00011231559225224301
95,1.1258982016245525,66.45833333333333,0.00010422000652452796
96,1.1148076960245767,66.28333333333333,9.639601130971379e-05
97,1.1009652762413025,67.09166666666667,8.884896878330325e-05
98,1.0872776805559794,67.31666666666666,8.158405131126072e-05
99,1.0821312521298727,67.0,7.460623790513095e-05
100,1.0688080004056295,67.80833333333334,6.792031080967285e-05
101,1.0770205816427867,67.38333333333334,6.153085222534833e-05
102,1.059764433701833,67.89166666666667,5.544224116791028e-05
103,1.0478375404675802,68.28333333333333,4.9658650467244715e-05
104,1.048201522509257,67.95833333333333,4.4184043907520803e-05
105,1.0321246620814006,68.49166666666666,3.902217351061227e-05
106,1.0423943206469217,68.40833333333333,3.417657696464772e-05
107,1.0284518218835195,69.16666666666667,2.965057519945693e-05
108,1.0166649169921875,69.04166666666667,2.544727011057081e-05
109,1.019559070746104,69.11666666666666,2.1569542433337623e-05
110,1.018610984325409,69.33333333333333,1.8020049768610376e-05
111,1.0023847778638204,69.75833333333334,1.480122476136056e-05
112,0.9957607998053233,69.35833333333333,1.1915273433464058e-05
113,1.0017982615629832,69.4,9.364173671804724e-06
114,1.0016672943433125,69.6,7.1496738727287385e-06
115,0.9770577376683554,69.85833333333333,5.273291743781713e-06
116,1.0009504817326864,69.46666666666667,3.736313263547436e-06
117,0.9842945649623871,69.85,2.539791800302582e-06
118,0.9911896889209747,70.3,1.6845473900903703e-06
119,1.0049279101689657,69.78333333333333,1.1711661747091487e-06
120,0.9817294129530589,69.99166666666666,1e-06
